NRO	ANIO	TIPO	ORIGEN	CARATULA	MESA	DAE	AUTOR	COM1	COM2	COM3	COM4	COM5
284	2024	PL	S	LOSADA Y GALARETTO: PROYECTO DE LEY QUE MODIFICA EL ART. 139 DEL CÓDIGO PENAL DE LA NACIÓN TIPIFICANDO LA SUSTRACCIÓN Y/O COMERCIALIZACIÓN DE MENORES DE EDAD.	13/03/2024	15/2024	LOSADA, CAROLINA - GALARETTO, EDUARDO HORACIO - JURI, MARIANA	DE JUSTICIA Y ASUNTOS PENALES	DE JUSTICIA Y ASUNTOS PENALES			
283	2024	PL	S	LOSADA Y OTROS: PROYECTO DE LEY QUE DECLARA LA EMERGENCIA EN MATERIA DE SEGURIDAD PÚBLICA EN TODO EL TERRITORIO DE LA PROVINCIA DE SANTA FÉ, POR EL TÉRMINO DE UN (1) AÑO Y PRORROGABLE POR EL MISMO PERIODO.	13/03/2024	15/2024	LOSADA, CAROLINA	DE SEGURIDAD INTERIOR Y NARCOTRÁFICO	DE JUSTICIA Y ASUNTOS PENALES	DE PRESUPUESTO Y HACIENDA		
279	2024	PC	S	DURE: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE DIVERSOS PUNTOS VINCULADOS A TEMAS FUNDAMENTALES EN EL ÁREA DE ASISTENCIA SOCIAL.	13/03/2024	14/2024		DE POBLACIÓN Y DESARROLLO  HUMANO				
277	2024	PC	S	DURE: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE DIVERSOS PUNTOS RELACIONADOS A LA SUSPENSIÓN DEL PAGO DE LA ASIGNACIÓN ECONÓMICA PARA ADOLESCENTES Y JÓVENES SIN CUIDADOS PARENTALES.	13/03/2024	14/2024		DE POBLACIÓN Y DESARROLLO  HUMANO				
269	2024	PL	S	PILATTI VERGARA: REPRODUCE EL PROYECTO DE LEY QUE MODIFICA EL ART. 18 DE SU SIMILAR 23.551 - ASOCIACIONES SINDICALES-, SOBRE PARIDAD DE GENERO SINDICAL (REF. S-2070/22)	13/03/2024	14/2024		BANCA DE LA MUJER	DE TRABAJO Y PREVISIÓN SOCIAL			
268	2024	PL	S	PILATTI VERGARA: REPRODUCE EL PROYECTO DE LEY QUE MODIFICA SU SIMILAR 26.872 - PATOLOGÍA MAMARIA CIRUGÍA RECONSTRUCTIVA Y SU COBERTURA- (REF. S-2768/22)	13/03/2024	14/2024		DE SALUD	DE TRABAJO Y PREVISIÓN SOCIAL			
266	2024	PD	S	GARCIA LARRABURU Y OTROS: PROYECTO DE DECLARACION QUE REPUDIA LA INTENCION DEL PODER EJECUTIVO NACIONAL DE PRIVATIZAR EL BANCO DE LA NACION ARGENTINA.	13/03/2024	14/2024	LÓPEZ, CÁNDIDA CRISTINA	DE ECONOMÍA NACIONAL E INVERSIÓN				
263	2024	PD	S	"GARCIA LARRABURU: PROYECTO DE DECLARACION QUE DECLARA DE INTERES EL LIBRO ""DECIMAS DE UN ALBAÑIL"", DEL BARILOCHENSE NAZARIO ABEL ALMENDRA."	13/03/2024	14/2024		DE EDUCACIÓN Y CULTURA	DE EDUCACIÓN Y CULTURA			
261	2024	PD	S	"GARCIA LARRABURU: PROYECTO DE DECLARACION QUE DECLARA DE INTERES EL EVENTO ""FESTI-FERIA DE FUTURO - FERIA DE ECONOMIA POPULAR"", QUE SE REALIZA EN LA CDAD. DE SAN CARLOS DE BARILOCHE, PROV. DE RIO NEGRO."	13/03/2024	14/2024		DE ECONOMÍAS REGIONALES, ECONOMÍA SOCIAL, MICRO, PEQUEÑA Y MEDIANA EMPRESA	DE ECONOMÍAS REGIONALES, ECONOMÍA SOCIAL, MICRO, PEQUEÑA Y MEDIANA EMPRESA			
259	2024	PD	S	"GARCIA LARRABURU: PROYECTO DE DECLARACION QUE DECLARA DE INTERES EL EVENTO ""EXPO VALLE MEDIO EMPRENDE"", QUE SE REALIZA TODOS LOS AÑOS EN LA LOC. DE CHOELE CHOEL, PROV. DE RIO NEGRO."	13/03/2024	13/2024		DE AGRICULTURA, GANADERÍA Y PESCA				
258	2024	PD	S	GARCIA LARRABURU: PROYECTO DE DECLARACION QUE RECONOCE EL LOGRO DE LA NADADORA ARGENTINA ROXANA PESCADER, QUIEN SE CONSAGRO CAMPEONA MUNDIAL EN LA CATEGORIA 50 METROS LIBRES.	13/03/2024	13/2024		DE DEPORTE				
256	2024	PC	S	GARCIA LARRABURU Y OTROS: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE DIVERSOS PUNTOS RELACIONADOS A LA PARALIZACION DE LA ENTREGA DE MEDICACION A PERSONAS EN SITUACION DE VULNERABILIDAD.	13/03/2024	13/2024	GIMÉNEZ NAVARRO, MARÍA CELESTE	DE SALUD				
255	2024	PC	S	GARCIA LARRABURU Y OTROS: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE EL ANUNCIO DEL CIERRE DE LOS CENTROS DE REFERENCIAS (CDR).	13/03/2024	13/2024	CORPACCI, LUCÍA BENIGNA	DE POBLACIÓN Y DESARROLLO  HUMANO				
253	2024	PL	S	GARCIA LARRABURU: PROYECTO DE LEY SOBRE REGULACIÓN DE LA PRODUCCIÓN DE COSMÉTICOS NATURALES.	13/03/2024	13/2024		DE LEGISLACIÓN GENERAL	DE INDUSTRIA Y COMERCIO	DE SALUD		
252	2024	PL	S	GARCIA LARRABURU Y OTROS: PROYECTO DE LEY SOBRE INQUILINOS/AS NUEVOS/AS PROPIETARIOS/AS. -	13/03/2024	13/2024	MENDOZA, SANDRA MARIELA	DE LEGISLACIÓN GENERAL				
251	2024	PL	S	ZIMMERMANN: PROYECTO DE LEY QUE MODIFICA EL ART. 53 DE SU SIMILAR 24.240 -DEFENSA DEL CONSUMIDOR- SOBRE LA GRATUIDAD DE LAS ACCIONES JUDICIALES DEL CONSUMIDOR. -	13/03/2024	13/2024		DE DERECHOS Y GARANTÍAS				
244	2024	PL	S	SAPAG: REPRODUCE PROYECTO DE LEY DE EQUIDAD EN LA REPRESENTACIÓN DE LOS GÉNEROS EN LA INDUSTRIA AUDIOVISUAL DE LA REPUBLICA ARGENTINA (REF. S- 776/2022).	12/03/2024	13/2024		BANCA DE LA MUJER	DE SISTEMAS, MEDIOS DE COMUNICACIÓN Y LIBERTAD DE EXPRESIÓN			
241	2024	PL	S	SAPAG: REPRODUCE PROYECTO DE LEY SOBRE CAPACITACIÓN OBLIGATORIA EN DISCAPACIDAD PARA TODAS LAS PERSONAS QUE INTEGRAN EL ESTADO (REF. S. 35/2022).	12/03/2024	13/2024		DE POBLACIÓN Y DESARROLLO  HUMANO	DE PRESUPUESTO Y HACIENDA			
239	2024	PL	S	SAPAG: REPRODUCE PROYECTO DE LEY SOBRE ETIQUETADO DE ALIMENTOS TRANSGENICOS. (REF. S. 31/2022)	12/03/2024	12/2024		DE SALUD	DE INDUSTRIA Y COMERCIO			
236	2024	PL	S	SAPAG: REPRODUCE PROYECTO DE LEY QUE CREA LA UNIVERSIDAD NACIONAL DEL NORTE. (REF. S. 27/2022)	12/03/2024	12/2024		DE EDUCACIÓN Y CULTURA	DE PRESUPUESTO Y HACIENDA			
231	2024	PL	S	"AVILA: PROYECTO DE LEY QUE DECLARA MONUMENTO HISTORICO NACIONAL A LA ESCUELA NORMAL ""JUAN BAUTISTA ALBERDI"" DE LA CIUDAD CAPITAL DE LA PROVINCIA DE TUCUMAN."	12/03/2024	12/2024	AVILA, BEATRIZ LUISA	DE EDUCACIÓN Y CULTURA				
230	2024	PL	S	ÁVILA: PROYECTO DE LEY QUE CREA EL SISTEMA DE ALERTA TEMPRANA EDUCATIVO (SATE).	12/03/2024	12/2024	AVILA, BEATRIZ LUISA	DE EDUCACIÓN Y CULTURA	DE PRESUPUESTO Y HACIENDA			
229	2024	PL	S	ÁVILA: PROYECTO DE LEY QUE DECLARA MONUMENTO HISTÓRICO NACIONAL AL CEMENTERIO OESTE DE SAN MIGUEL DE TUCUMÁN, PROV. HOMÓNIMA.	12/03/2024	12/2024	AVILA, BEATRIZ LUISA	DE EDUCACIÓN Y CULTURA				
228	2024	PL	S	ÁVILA: PROYECTO DE LEY QUE ESTABLECE UNA CAMPAÑA NACIONAL DE PROMOCIÓN DE VACUNACIÓN Y PREVENCIÓN CONTRA EL SARAMPIÓN.	12/03/2024	12/2024	AVILA, BEATRIZ LUISA	DE SALUD	DE SISTEMAS, MEDIOS DE COMUNICACIÓN Y LIBERTAD DE EXPRESIÓN			
227	2024	PL	S	AVILA: PROYECTO DE LEY QUE MODIFICA SU SIMILAR 26.588 (ENFERMEDAD CELIACA) SOBRE LA INCORPORACION DE LA SENSIBILIDAD AL GLUTEN NO CELIACA.	12/03/2024	12/2024	AVILA, BEATRIZ LUISA	DE SALUD	DE TRABAJO Y PREVISIÓN SOCIAL			
225	2024	PL	S	AVILA: PROYECTO DE LEY CREA EL PROGRAMA PARA EL ANALISIS DIRECTO DIGITAL Y UNIFORME DE LA VALORACION DE LA CAÑA DE AZUCAR.	12/03/2024	12/2024	AVILA, BEATRIZ LUISA	DE AGRICULTURA, GANADERÍA Y PESCA	DE PRESUPUESTO Y HACIENDA			
224	2024	PC	S	TERENZI: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE LAS MEDIDAS ADOPTADAS PARA EVITAR LA EXPLOTACIÓN ILEGAL DE LOS RECURSOS MARINOS NACIONALES DE BUQUES EXTRANJEROS EN EL LÍMITE DE LA ZONA ECONÓMICA EXCLUSIVA.	12/03/2024	12/2024	TERENZI, EDITH ELIZABETH	DE AGRICULTURA, GANADERÍA Y PESCA				
223	2024	PD	S	TERENZI: PROYECTO DE DECLARACIÓN QUE EXPRESA BENEPLÁCITO POR EL 100° ANIVERSARIO DE LA ESCUELA PROVINCIAL 747, COLEGIO NACIONAL DE TRELEW. EL 26 DE ABRIL DE 2024.	12/03/2024	12/2024	TERENZI, EDITH ELIZABETH	DE EDUCACIÓN Y CULTURA				
219	2024	PD	S	BLANCO: PROYECTO DE DECLARACIÓN QUE EXPRESA MALESTAR POR EL CAMBIO DE NOMBRE DEL SALÓN DE LAS MUJERES DE LA CASA ROSADA.	12/03/2024	11/2024		DE EDUCACIÓN Y CULTURA				
214	2024	PL	S	BENSUSAN: REPRODUCE PROYECTO DE LEY QUE INSTITUYE COMO EL DÍA NACIONAL DE LA EQUINOTERAPIA, EL 1º DE AGOSTO DE CADA AÑO (REF. S. 2649/22).	11/03/2024	11/2024	BENSUSÁN, DANIEL PABLO	DE SALUD	DE EDUCACIÓN Y CULTURA			
207	2024	PC	S	LOSADA Y OTROS: PROYECTO DE COMUNICACIÓN QUE SOLICITA LIBRE CIRCULACION POR TODOS LOS CORREDORES VIALES NACIONALES Y ELIMINACION DE RESTRICCIONES, PARA EL TRANSITO DE LOS TRANSPORTES AUTOMOTORES DE CARGAS CONOCIDOS COMO BITRENES.	08/03/2024	11/2024	LOSADA, CAROLINA	DE INFRAESTRUCTURA, VIVIENDA Y TRANSPORTE				
204	2024	PD	S	ARRASCAETA Y OTROS: PROYECTO DE DECLARACION QUE ADHIERE AL DIA INTERNACIONAL DE LA MUJER, EL 8 DE MARZO DE CADA AÑO.	08/03/2024	11/2024	ARRASCAETA, IVANNA MARCELA	BANCA DE LA MUJER				
198	2024	PD	S	GIMENEZ NAVARRO Y OTROS:  PROYECTO DE DECLARACION QUE EXPRESA PREOCUPACION Y RECHAZO ANTE LA SITUACION FINANCIERA QUE ATRAVIESAN LAS UNIVERSIDADES PUBLICAS NACIONALES.	07/03/2024	10/2024	GIMÉNEZ NAVARRO, MARÍA CELESTE	DE EDUCACIÓN Y CULTURA				
197	2024	PL	S	UÑAC:  PROYECTO DE LEY DE ADOPCIÓN DEL SÍMBOLO INTERNACIONAL DE ACCESIBILIDAD UNIVERSAL.	07/03/2024	10/2024	UÑAC, SERGIO MAURICIO	DE POBLACIÓN Y DESARROLLO  HUMANO				
196	2024	PL	S	UÑAC:  PROYECTO DE LEY QUE MODIFICA EL ART. N° 12 DE SU SIMILAR 19.279 -AUTOMOTORES PARA LISIADOS-, RESPECTO A LA ADOPCIÓN DEL SÍMBOLO INTERNACIONAL DE ACCESIBILIDAD UNIVERSAL.	07/03/2024	10/2024	UÑAC, SERGIO MAURICIO	DE INFRAESTRUCTURA, VIVIENDA Y TRANSPORTE	DE POBLACIÓN Y DESARROLLO  HUMANO			
195	2024	PL	S	UÑAC:  PROYECTO DE LEY QUE MODIFICA EL ART. N°5 DE SU SIMILAR 23.753 -DIABETES-, RESPECTO DE ASEGURAR EL DERECHO A LA SALUD DE LAS PERSONAS QUE PADECEN LA ENFERMEDAD DIABÉTICA.	07/03/2024	10/2024	UÑAC, SERGIO MAURICIO	DE SALUD				
193	2024	PD	S	CORPACCI Y OTROS: PROYECTO DE DECLARACION QUE EXPRESA BENEPLACITO POR LA IMPORTANCIA, FORMACION, TRAYECTORIA Y VALOR EN MATERIA CIENTIFICA Y TECNOLOGICA DEL CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS - CONICET -, Y OTRAS CUESTIONES CONEXAS.	07/03/2024	10/2024	CORPACCI, LUCÍA BENIGNA	DE CIENCIA Y TECNOLOGÍA				
191	2024	PL	S	LEAVY: REPRODUCE PROYECTO DE LEY DE GESTIÓN SUSTENTABLE DE BOLETOS ELECTRÓNICOS DE TRANSPORTE PUBLICO. (REF. S. 2739/22)	07/03/2024	10/2024		DE INFRAESTRUCTURA, VIVIENDA Y TRANSPORTE	DE AMBIENTE Y DESARROLLO SUSTENTABLE			
190	2024	PD	S	ZIMMERMANN: PROYECTO DECLARACION QUE ADHIERE A LA CONMEMORACION DEL DIA MUNDIAL DE LOS DERECHOS DEL CONSUMIDOR, EL 15 DE MARZO DE CADA AÑO.	07/03/2024	10/2024		DE DERECHOS Y GARANTÍAS				
187	2024	PD	S	ZIMMERMANN: PROYECTO DECLARACION QUE ADHIERE AL DIA NACIONAL DE LA ESCUELA DE FRONTERA, A CONMEMORARSE EL 14 DE MARZO.	07/03/2024	10/2024		DE EDUCACIÓN Y CULTURA				
184	2024	PL	S	FAMA Y OTROS: PROYECTO DE LEY DE REFORMAS AL SISTEMA EDUCATIVO NACIONAL.	07/03/2024	10/2024	FAMA, FLAVIO SERGIO	DE EDUCACIÓN Y CULTURA				
182	2024	PL	S	BENSUSAN: REPRODUCE PROYECTO DE LEY QUE TRANSFIERE A TITULO GRATUITO Y EN FAVOR DE LA PROV. DE LA PAMPA EL INMUEBLE PROPIEDAD DEL ESTADO NACIONAL UBICADO EN EL BALNEARIO PEHUEN-CO DE LA PROV. DE BS.AS. (REF. S. 1256/22).	07/03/2024	10/2024	BENSUSÁN, DANIEL PABLO	DE ASUNTOS ADMINISTRATIVOS Y MUNICIPALES				
181	2024	PL	S	BENSUSAN: REPRODUCE PROYECTO DE LEY QUE DECLARA COMO MONUMENTO HISTORICO NACIONAL AL EDIFICIO DE LA LRA3 RADIO NACIONAL SANTA ROSA, CDAD. DE SANTA ROSA, PROV. DE LA PAMPA (REF. 1242/22)	07/03/2024	10/2024	BENSUSÁN, DANIEL PABLO	DE EDUCACIÓN Y CULTURA				
180	2024	PC	S	RECALDE: PROYECTO DE COMUNICACIÓN QUE SOLICITA INFORME SOBRE DIVERSAS CUESTIONES RESPECTO AL RECIENTE OPERATIVO DE SEGURIDAD REALIZADO EN LAS INMEDIACIONES DEL H. CONGRESO DE LA NACION Y EN ZONAS ALEDAÑAS, EL 1 DE MARZO DE 2024.	07/03/2024	10/2024	RECALDE, MARIANO	DE SEGURIDAD INTERIOR Y NARCOTRÁFICO				
179	2024	PL	S	LEAVY: REPRODUCE PROYECTO DE LEY QUE CREA EL REGIMEN DE PROMOCION DE PARQUES INDUSTRIALES AGROFORESTALES. (REF. S. 2671/22).	07/03/2024	9/2024		DE AGRICULTURA, GANADERÍA Y PESCA	DE PRESUPUESTO Y HACIENDA			
178	2024	PL	S	LEAVY: REPRODUCE PROYECTO DE LEY QUE CREA EL PROGRAMA JATROPHA (REF. S. 3026/22).	07/03/2024	9/2024		DE AGRICULTURA, GANADERÍA Y PESCA	DE PRESUPUESTO Y HACIENDA			
